GeneID	Symbol	Description	log2FC	Pvalue
64127	NOD2	nucleotide binding oligomerization domain containing 2	-1.369	5.897
102723373	LOC102723373	uncharacterized LOC102723373	-1.086	3.209
23322	RPGRIP1L	RPGRIP1 like	-1.224	11.215
79191	IRX3	iroquois homeobox 3	-2.335	8.166
643911	CRNDE	colorectal neoplasia differentially expressed	-2.458	5.085
51716	CES1P1	carboxylesterase 1 pseudogene 1	-2.472	4.537
1066	CES1	carboxylesterase 1	-2.646	4.289
4499	MT1M	metallothionein 1M	1.683	2.91
4496	MT1H	metallothionein 1H	1.385	2.054
1071	CETP	cholesteryl ester transfer protein	-1.774	5.319
9289	ADGRG1	adhesion G protein-coupled receptor G1	-1.018	5.317
222487	ADGRG3	adhesion G protein-coupled receptor G3	-1.045	6.683
3801	KIFC3	kinesin family member C3	-1.54	7.427
1258	CNGB1	cyclic nucleotide gated channel subunit beta 1	2.735	7.951
29070	CCDC113	coiled-coil domain containing 113	-1.649	12.502
221191	PRSS54	serine protease 54	-1.597	9.181
1009	CDH11	cadherin 11	-1.01	3.591
100505865	LINC00920	long intergenic non-protein coding RNA 920	-1.426	6.484
146227	BEAN1	brain expressed associated with NEDD4 1	-1.584	3.493
766	CA7	carbonic anhydrase 7	3.872	10.382
8824	CES2	carboxylesterase 2	1.013	4.562
23491	CES3	carboxylesterase 3	1.652	5.897
865	CBFB	core-binding factor subunit beta	-1.123	13.336
25894	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	-1.345	5.863
55282	LRRC36	leucine rich repeat containing 36	-2.152	6.944
3291	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2	1.747	5.212
3931	LCAT	lecithin-cholesterol acyltransferase	-1.665	3.707
64180	DPEP3	dipeptidase 3	1.771	3.708
55512	SMPD3	sphingomyelin phosphodiesterase 3	1.171	5.117
1001	CDH3	cadherin 3	-4.07	16.791
84916	UTP4	UTP4 small subunit processome component	-1.187	17.395
23450	SF3B3	splicing factor 3b subunit 3	-1.001	11.524
54768	HYDIN	HYDIN axonemal central pair apparatus protein	-1.218	2.078
794	CALB2	calbindin 2	1.599	2.682
10164	CHST4	carbohydrate sulfotransferase 4	-2.465	2.326
100132529	TAT-AS1	TAT antisense RNA 1	-3.619	6.97
6898	TAT	tyrosine aminotransferase	-5.401	11.213
91862	MARVELD3	MARVEL domain containing 3	1.157	5.8
23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	1.827	11.145
1723	DHODH	dihydroorotate dehydrogenase (quinone)	-1.268	6.077
3240	HP	haptoglobin	-8.306	22.427
3250	HPR	haptoglobin-related protein	-8.699	23.064
83449	PMFBP1	polyamine modulated factor 1 binding protein 1	-1.2	2.749
101927957	LINC01572	long intergenic non-protein coding RNA 1572	-1.06	4.43
197257	LDHD	lactate dehydrogenase D	1.363	3.327
23563	CHST5	carbohydrate sulfotransferase 5	1.826	3.108
57687	VAT1L	vesicle amine transport 1 like	1.533	4.901
55839	CENPN	centromere protein N	-1.011	10.153
107984858	CENPN-AS1	CENPN antisense RNA 1	-1.036	6.183
2653	GCSH	glycine cleavage system protein H	-1.27	9.732
114780	PKD1L2	polycystin 1 like 2 (gene/pseudogene)	2.031	5.485
3294	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	1.494	2.921
9764	KIAA0513	KIAA0513	1.183	5.465
51659	GINS2	GINS complex subunit 2	-1.217	6.279
404550	C16orf74	chromosome 16 open reading frame 74	1.308	4.755
100506542	LINC01082	long intergenic non-protein coding RNA 1082	2.169	2.988
400550	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA	1.45	2.312
2294	FOXF1	forkhead box F1	1.063	2.304
2303	FOXC2	forkhead box C2	-1.65	4.898
57338	JPH3	junctophilin 3	1.351	4.126
8140	SLC7A5	solute carrier family 7 member 5	-2.651	14.915
84627	ZNF469	zinc finger protein 469	-2.109	12.663
81620	CDT1	chromatin licensing and DNA replication factor 1	-1.264	6.005
863	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	1.075	3.997
27132	CPNE7	copine 7	-3.771	13.02
1800	DPEP1	dipeptidase 1	-3.183	5.132
124045	SPATA33	spermatogenesis associated 33	-1.026	6.441
10381	TUBB3	tubulin beta 3 class III	-1.833	5.052
79007	DBNDD1	dysbindin domain containing 1	-2.038	11.307
83547	RILP	Rab interacting lysosomal protein	1.133	6.391
727910	TLCD2	TLC domain containing 2	1.365	6.685
84981	MIR22HG	MIR22 host gene	1.172	6.02
407004	MIR22	microRNA 22	1.2	5.082
5345	SERPINF2	serpin family F member 2	-6.051	18.983
5176	SERPINF1	serpin family F member 1	-1.078	2.543
101928991	CCDC92B	coiled-coil domain containing 92B	1.451	3.997
84690	SPATA22	spermatogenesis associated 22	2.21	7.506
443	ASPA	aspartoacylase	1.269	2.516
162514	TRPV3	transient receptor potential cation channel subfamily V member 3	2.26	6.322
5023	P2RX1	purinergic receptor P2X 1	1.677	6.641
489	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	1.306	4.186
105371496	LINC01975	long intergenic non-protein coding RNA 1975	2.027	2.71
23140	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	1.26	11.348
124976	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	-1.325	7.712
124975	GGT6	gamma-glutamyltransferase 6	1.413	3.727
342527	SMTNL2	smoothelin like 2	-2.367	5.35
388323	GLTPD2	glycolipid transfer protein domain containing 2	-1.833	4.487
55065	SLC52A1	solute carrier family 52 member 1	1.701	3.63
23302	WSCD1	WSC domain containing 1	2.204	7.821
83394	PITPNM3	PITPNM family member 3	1.164	5.751
433	ASGR2	asialoglycoprotein receptor 2	-6.65	18.922
432	ASGR1	asialoglycoprotein receptor 1	-5.97	20.381
1366	CLDN7	claudin 7	1.034	3.895
482	ATP1B2	ATPase Na+/K+ transporting subunit beta 2	1.253	4.953
146754	DNAH2	dynein axonemal heavy chain 2	-1.994	8.983
9212	AURKB	aurora kinase B	-1.058	3.971
102724262	LOC102724262	uncharacterized LOC102724262	-1.004	3.417
9423	NTN1	netrin 1	1.517	4.233
105371532	LOC105371532		1.082	3.925
9340	GLP2R	glucagon like peptide 2 receptor	2.384	7.639
100289255	TMEM238L	transmembrane protein 238 like	1.377	4.72
644139	PIRT	phosphoinositide interacting regulator of transient receptor potential channels	2.397	3.323
1770	DNAH9	dynein axonemal heavy chain 9	1.356	3.608
100128006	ARHGAP44-AS1	ARHGAP44 and MYOCD antisense RNA 1	2.047	5.944
9912	ARHGAP44	Rho GTPase activating protein 44	1.652	5.642
9953	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	-1.147	2.202
4213	MEIS3P1	Meis homeobox 3 pseudogene 1	1.015	3.726
9720	CCDC144A	coiled-coil domain containing 144A	1.055	2.168
162632	USP32P1	ubiquitin specific peptidase 32 pseudogene 1	1.22	2.583
96597	TBC1D27P	TBC1 domain family member 27, pseudogene	2.544	7.458
23495	TNFRSF13B	TNF receptor superfamily member 13B	2.831	9.991
10400	PEMT	phosphatidylethanolamine N-methyltransferase	-1.175	5.981
654346	LGALS9C	galectin 9C	2.007	4.709
4239	MFAP4	microfibril associated protein 4	1.243	2.967
7732	RNF112	ring finger protein 112	1.523	4.932
55244	SLC47A1	solute carrier family 47 member 1	-1.216	2.149
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	1.036	3.812
347716	USP32P3	ubiquitin specific peptidase 32 pseudogene 3	1.015	5.515
284194	LGALS9B	galectin 9B	1.577	3.236
440416	CCDC144NL-AS1	CCDC144NL antisense RNA 1	-1.916	8.644
27346	TMEM97	transmembrane protein 97	-1.512	11.547
7448	VTN	vitronectin	-8.253	22.347
124925	SEZ6	seizure related 6 homolog	1.545	2.357
51268	PIPOX	pipecolic acid and sarcosine oxidase	-4.582	11.224
124930	ANKRD13B	ankyrin repeat domain 13B	-1.452	5.197
6532	SLC6A4	solute carrier family 6 member 4	-1.705	2.183
388364	TMIGD1	transmembrane and immunoglobulin domain containing 1	3.019	3.88
162494	RHBDL3	rhomboid like 3	1.112	2.347
102724715	MYO1D-DT	MYO1D divergent transcript	1.084	4.568
102724731	LOC102724731		1.016	3.4
6355	CCL8	C-C motif chemokine ligand 8	1.131	2.216
91608	RASL10B	RAS like family 10 member B	-2.973	10.173
79148	MMP28	matrix metallopeptidase 28	1.904	4.583
6352	CCL5	C-C motif chemokine ligand 5	1.269	5.064
6359	CCL15	C-C motif chemokine ligand 15	1.219	5.557
107985068	LOC107985068	uncharacterized LOC107985068	1.06	4.756
6368	CCL23	C-C motif chemokine ligand 23	1.698	5.929
6362	CCL18	C-C motif chemokine ligand 18	-1.816	3.922
6348	CCL3	C-C motif chemokine ligand 3	-1.044	3.019
6351	CCL4	C-C motif chemokine ligand 4	-1.04	3.167
414062	CCL3L3	C-C motif chemokine ligand 3 like 3	-1.175	2.824
9560	CCL4L2	C-C motif chemokine ligand 4 like 2	-1.144	2.801
79154	DHRS11	dehydrogenase/reductase 11	1.952	9.099
107985031	LOC107985031	uncharacterized LOC107985031	1.275	6.155
11072	DUSP14	dual specificity phosphatase 14	-1.785	11.531
80725	SRCIN1	SRC kinase signaling inhibitor 1	-1.205	3.778
100170841	EPOP	elongin BC and polycomb repressive complex 2 associated protein	-3.179	20.299
105371768	LOC105371768	uncharacterized LOC105371768	1.157	5.906
782	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	1.054	5.736
22806	IKZF3	IKAROS family zinc finger 3	1.074	3.972
284110	GSDMA	gasdermin A	-1.543	5.034
1440	CSF3	colony stimulating factor 3	-2.594	3.011
990	CDC6	cell division cycle 6	-1.607	10.876
7153	TOP2A	DNA topoisomerase II alpha	-1.29	5.618
84951	TNS4	tensin 4	-2.782	9.093
101059954	LOC101059954	replaced by ID 105371773	-1.051	2.661
192666	KRT24	keratin 24	3.881	4.939
3859	KRT12	keratin 12	1.772	4.209
54474	KRT20	keratin 20	2.045	6.128
25984	KRT23	keratin 23	-4.441	10.142
107985072	LOC107985072	uncharacterized LOC107985072	-3.866	9.334
147093	LINC00974	long intergenic non-protein coding RNA 974	2.831	3.763
3872	KRT17	keratin 17	-5.805	20.885
60681	FKBP10	FKBP prolyl isomerase 10	-1.748	9.399
23415	KCNH4	potassium voltage-gated channel subfamily H member 4	-2.065	7.621
2826	CCR10	C-C motif chemokine receptor 10	1.394	5.604
2538	G6PC1	glucose-6-phosphatase catalytic subunit 1	-5.068	7.511
672	BRCA1	BRCA1 DNA repair associated	-1.114	6.808
2118	ETV4	ETS variant transcription factor 4	-4.284	31.386
4355	MPP2	MAGUK p55 scaffold protein 2	1.527	4.292
5697	PYY	peptide YY	2.628	3.275
78995	HROB	homologous recombination factor with OB-fold	-1.343	8.562
10900	RUNDC3A	RUN domain containing 3A	1.121	2.364
10052	GJC1	gap junction protein gamma 1	-1.276	3.703
146909	KIF18B	kinesin family member 18B	-1.354	6.221
113026	PLCD3	phospholipase C delta 3	1.494	7.214
7473	WNT3	Wnt family member 3	-2.136	10.743
80320	SP6	Sp6 transcription factor	-1.353	3.449
3218	HOXB8	homeobox B8	-1.925	5.848
284076	TTLL6	tubulin tyrosine ligase like 6	1.703	3.366
124872	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	2.397	2.525
1277	COL1A1	collagen type I alpha 1 chain	-2.726	13.364
80221	ACSF2	acyl-CoA synthetase family member 2	1.272	7.239
1101	CHAD	chondroadherin	1.271	3.261
8913	CACNA1G	calcium voltage-gated channel subunit alpha1 G	1.087	2.14
55018	ANKRD40CL	ANKRD40 C-terminal like	1.251	4.764
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	-1.321	12.247
55273	TMEM100	transmembrane protein 100	1.633	3.697
4353	MPO	myeloperoxidase	-1.391	2.702
54894	RNF43	ring finger protein 43	-1.497	5.769
55771	PRR11	proline rich 11	-1.098	6.245
762	CA4	carbonic anhydrase 4	2.813	6.434
103689912	TBX2-AS1	TBX2 antisense RNA 1	1.023	3.169
974	CD79B	CD79b molecule	1.524	6.23
677842	SNORA50C	small nucleolar RNA, H/ACA box 50C	-1.133	3.181
100507002	LOC100507002	uncharacterized LOC100507002	1.409	10.864
8787	RGS9	regulator of G protein signaling 9	1.418	4.417
8313	AXIN2	axin 2	-1.292	4.298
350	APOH	apolipoprotein H	-8.028	21.426
27092	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	-2.577	4.628
3838	KPNA2	karyopherin subunit alpha 2	-1.279	8.584
105371874	LOC105371874	uncharacterized LOC105371874	1.348	2.708
10351	ABCA8	ATP binding cassette subfamily A member 8	1.512	2.7
10349	ABCA10	ATP binding cassette subfamily A member 10	1.172	2.826
23461	ABCA5	ATP binding cassette subfamily A member 5	1.329	6.532
6662	SOX9	SRY-box transcription factor 9	-1.332	7.562
124602	KIF19	kinesin family member 19	1.485	4.939
146723	CD300LD-AS1	CD300LD antisense RNA 1	-2.626	3.039
342510	CD300E	CD300e molecule	-2.007	6.121
92736	OTOP2	otopetrin 2	5.194	13.238
347741	OTOP3	otopetrin 3	3.916	3.785
30850	CDR2L	cerebellar degeneration related protein 2 like	-1.12	4.732
80022	MYO15B	myosin XVB	1.162	7.995
643008	SMIM5	small integral membrane protein 5	1.901	8.395
100130933	SMIM6	small integral membrane protein 6	1.415	6.02
2584	GALK1	galactokinase 1	-1.181	7.759
2125	EVPL	envoplakin	-1.173	4.91
8877	SPHK1	sphingosine kinase 1	-1.812	9.147
79651	RHBDF2	rhomboid 5 homolog 2	-1.154	8.165
146664	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	1.201	3.186
100507351	LOC100507351	uncharacterized LOC100507351	1.802	3.217
332	BIRC5	baculoviral IAP repeat containing 5	-1.228	5.618
101928710	SCAT1	S-phase cancer associated transcript 1	-1.355	2.342
84733	CBX2	chromobox 2	-2.571	11.827
57332	CBX8	chromobox 8	-1.132	10.253
102723961	LOC102723961		-2.319	6.401
8535	CBX4	chromobox 4	-1.064	9.74
101928766	LINC01979	long intergenic non-protein coding RNA 1979	-2.342	9.673
101928738	LINC01978	long intergenic non-protein coding RNA 1978	-2.643	8.506
125058	TBC1D16	TBC1 domain family member 16	-1.343	13.458
100129503	LOC100129503		1.109	5.065
284185	LINC00482	long intergenic non-protein coding RNA 482	1.063	3.144
2642	GCGR	glucagon receptor	-4.34	7.454
92659	MILIP	MYC inducible lncRNA inactivating p53	-2.258	14.951
5831	PYCR1	pyrroline-5-carboxylate reductase 1	-1.298	6.328
255275	MYADML2	myeloid associated differentiation marker like 2	-2.806	5.914
147111	NOTUM	notum, palmitoleoyl-protein carboxylesterase	-5.782	16.656
2194	FASN	fatty acid synthase	-1.303	9.307
924	CD7	CD7 molecule	1.4	6.196
6398	SECTM1	secreted and transmembrane 1	1.841	5.298
100505592	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	-1.284	3.773
84777	DLGAP1-AS2	DLGAP1 antisense RNA 2	-1.411	4.964
23136	EPB41L3	erythrocyte membrane protein band 4.1 like 3	1.568	6.695
100286986	LOC100286986	atrophin-domain containing	2.267	5.176
645369	TMEM200C	transmembrane protein 200C	-1.434	3.578
284217	LAMA1	laminin subunit alpha 1	2.094	7.607
147495	APCDD1	APC down-regulated 1	-1.09	2.023
10650	PRELID3A	PRELI domain containing 3A	-1.134	5.675
80000	GREB1L	GREB1 like retinoic acid receptor coactivator	-3.208	7.457
171586	ABHD3	abhydrolase domain containing 3, phospholipase	1.344	10.309
8780	RIOK3	RIO kinase 3	1.104	9.908
125488	TTC39C	tetratricopeptide repeat domain 39C	-1.04	2.927
1000	CDH2	cadherin 2	-2.743	6.545
1825	DSC3	desmocollin 3	-3.976	10.781
1824	DSC2	desmocollin 2	1.072	5.516
1828	DSG1	desmoglein 1	-3.613	10.614
147409	DSG4	desmoglein 4	-1.973	8.829
1830	DSG3	desmoglein 3	-4.909	10.934
7276	TTR	transthyretin	-5.953	15.601
54941	RNF125	ring finger protein 125	1.089	3.418
4225	MEP1B	meprin A subunit beta	3.07	6.137
57565	KLHL14	kelch like family member 14	1.07	2.202
80816	ASXL3	ASXL transcriptional regulator 3	1.384	2.877
56853	CELF4	CUGBP Elav-like family member 4	1.199	2.292
6860	SYT4	synaptotagmin 4	2.181	2.523
26040	SETBP1	SET binding protein 1	1.053	3.162
201501	ZBTB7C	zinc finger and BTB domain containing 7C	1.929	4.968
9388	LIPG	lipase G, endothelial type	-1.397	9.051
83876	MRO	maestro	-2.023	5.808
80323	CCDC68	coiled-coil domain containing 68	1.726	7.766
9480	ONECUT2	one cut homeobox 2	-3.172	10.575
100505549	ATP8B1-AS1	ATP8B1 antisense RNA 1	1.1	6.254
5205	ATP8B1	ATPase phospholipid transporting 8B1	1.274	5.795
105372141	LOC105372141	uncharacterized LOC105372141	1.207	5.528
23327	NEDD4L	NEDD4 like E3 ubiquitin protein ligase	1.005	4.482
115701	ALPK2	alpha kinase 2	-1.26	2.985
5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	-1.659	12.303
220441	RNF152	ring finger protein 152	1.463	5.816
8792	TNFRSF11A	TNF receptor superfamily member 11a	1.04	2.983
596	BCL2	BCL2 apoptosis regulator	1.266	7.559
5268	SERPINB5	serpin family B member 5	-2.384	4.841
28513	CDH19	cadherin 19	1.67	3.066
147381	CBLN2	cerebellin 2 precursor	2.312	3.935
84735	CNDP1	carnosine dipeptidase 1	-3.736	7.136
25759	SHC2	SHC adaptor protein 2	-1.266	3.36
8174	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	1.683	3.82
3004	GZMM	granzyme M	1.027	3.413
10272	FSTL3	follistatin like 3	-1.844	7.631
107985343	LINC01836	long intergenic non-protein coding RNA 1836	-1.024	2.271
1991	ELANE	elastase, neutrophil expressed	1.493	2.709
1675	CFD	complement factor D	2.209	6.806
1820	ARID3A	AT-rich interaction domain 3A	-1.965	9.773
1265	CNN2	calponin 2	-1.056	7.535
2593	GAMT	guanidinoacetate N-methyltransferase	-3.212	7.417
92840	REEP6	receptor accessory protein 6	-2.505	10.487
268	AMH	anti-Mullerian hormone	-1.556	2.883
2788	GNG7	G protein subunit gamma 7	1.808	7.889
148252	DIRAS1	DIRAS family GTPase 1	1.819	6.583
2767	GNA11	G protein subunit alpha 11	1.208	10.515
126321	MFSD12	major facilitator superfamily domain containing 12	-1.04	9.11
27134	TJP3	tight junction protein 3	1.005	4.125
85300	ATCAY	ATCAY kinesin light chain interacting caytaxin	2.539	3.637
84699	CREB3L3	cAMP responsive element binding protein 3 like 3	-2.73	3.635
126259	TMIGD2	transmembrane and immunoglobulin domain containing 2	1.576	6.962
440503	PLIN5	perilipin 5	-2.363	5.928
116844	LRG1	leucine rich alpha-2-glycoprotein 1	-2.232	5.171
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1	-1.749	11.757
257000	TINCR	TINCR ubiquitin domain containing	2.297	5.101
79085	SLC25A23	solute carrier family 25 member 23	1.261	10.812
10382	TUBB4A	tubulin beta 4A class IVa	1.439	3.633
8744	TNFSF9	TNF superfamily member 9	-2.294	5.918
8740	TNFSF14	TNF superfamily member 14	-1.16	2.182
718	C3	complement C3	-3.728	10.214
374877	TEX45	testis expressed 45	-1.513	4.592
56729	RETN	resistin	-2.231	2.92
199675	MCEMP1	mast cell expressed membrane protein 1	-4.944	14.549
2208	FCER2	Fc epsilon receptor II	2.045	5.39
339390	CLEC4G	C-type lectin domain family 4 member G	-2.747	4.378
30835	CD209	CD209 molecule	1.291	3.275
10332	CLEC4M	C-type lectin domain family 4 member M	-3.301	4.106
80164	PRR36	proline rich 36	-2.083	4.384
80131	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	-1.968	10.036
404217	CTXN1	cortexin 1	-1.946	4.905
51129	ANGPTL4	angiopoietin like 4	-1.659	3.678
84106	PRAM1	PML-RARA regulated adaptor molecule 1	-1.052	3.987
93145	OLFM2	olfactomedin 2	-1.575	4.369
388503	C3P1	complement component 3 precursor pseudogene	-8.31	16.888
3383	ICAM1	intercellular adhesion molecule 1	-1.452	5.716
53637	S1PR5	sphingosine-1-phosphate receptor 5	-1.223	4.637
115271120	LDLR-AS1	LDLR antisense RNA 1	-1.105	4.881
3949	LDLR	low density lipoprotein receptor	-1.104	4.984
147841	SPC24	SPC24 component of NDC80 kinetochore complex	-1.141	4.93
10535	RNASEH2A	ribonuclease H2 subunit A	-1.261	8.167
773	CACNA1A	calcium voltage-gated channel subunit alpha1 A	1.736	4.728
65249	ZSWIM4	zinc finger SWIM-type containing 4	-1.148	10.497
342977	NANOS3	nanos C2HC-type zinc finger 3	-1.834	2.163
342979	PALM3	paralemmin 3	-2.466	6.391
388512	CLEC17A	C-type lectin domain containing 17A	1.462	3.873
4854	NOTCH3	notch receptor 3	-1.362	6.026
79852	EPHX3	epoxide hydrolase 3	-1.31	2.478
114770	PGLYRP2	peptidoglycan recognition protein 2	-6.27	11.881
126410	CYP4F22	cytochrome P450 family 4 subfamily F member 22	-1.814	3.202
4051	CYP4F3	cytochrome P450 family 4 subfamily F member 3	-2.652	9.105
66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12	1.048	5.043
388514	CYP4F24P	cytochrome P450 family 4 subfamily F member 24, pseudogene	1.946	5.091
652995	UCA1	urothelial cancer associated 1	-3.292	7.186
8529	CYP4F2	cytochrome P450 family 4 subfamily F member 2	-1.724	3.25
5143	PDE4C	phosphodiesterase 4C	1.293	2.765
80726	IQCN	IQ motif containing N	2.019	7.553
105372300	LOC105372300	uncharacterized LOC105372300	1.392	6.192
9518	GDF15	growth differentiation factor 15	-2.129	10.875
100422943	MIR3189	microRNA 3189	-1.552	3.169
25789	TMEM59L	transmembrane protein 59 like	1.393	3.037
1311	COMP	cartilage oligomeric matrix protein	-5.841	15.224
53345	TM6SF2	transmembrane 6 superfamily member 2	1.142	3.009
374887	YJEFN3	YjeF N-terminal domain containing 3	1.002	5.147
148113	CILP2	cartilage intermediate layer protein 2	-3.17	12.227
101929007	LOC101929007	uncharacterized LOC101929007	1.553	2.155
100129543	ZNF730	zinc finger protein 730	-1.665	2.461
898	CCNE1	cyclin E1	-1.082	4.656
9745	ZNF536	zinc finger protein 536	2.381	3.778
84306	PDCD2L	programmed cell death 2 like	-1.162	11.182
57655	GRAMD1A	GRAM domain containing 1A	-1.126	6.697
3249	HPN	hepsin	-5.678	15.965
100128675	HPN-AS1	HPN antisense RNA 1	-5.554	12.839
5349	FXYD3	FXYD domain containing ion transport regulator 3	1.365	3.277
163175	LGI4	leucine rich repeat LGI family member 4	1.688	5.918
53827	FXYD5	FXYD domain containing ion transport regulator 5	-1.476	6.849
57817	HAMP	hepcidin antimicrobial peptide	-7.971	20.273
933	CD22	CD22 molecule	1.83	7.625
101927522	LOC101927522	uncharacterized LOC101927522	1.71	2.434
333	APLP1	amyloid beta precursor like protein 1	1.393	3.451
284403	WDR62	WD repeat domain 62	-1.333	6.442
57828	CATSPERG	cation channel sperm associated auxiliary subunit gamma	1.214	4.929
399473	SPRED3	sprouty related EVH1 domain containing 3	-1.44	6.013
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	1.165	5.3
105372397	MAP4K1-AS1	MAP4K1 antisense RNA 1	1.221	6.178
3960	LGALS4	galectin 4	1.586	6.387
342897	NCCRP1	NCCRP1, F-box associated domain containing	1.131	2.294
8857	FCGBP	Fc gamma binding protein	1.84	2.317
79935	CCNP	cyclin P	-3.962	14.163
8425	LTBP4	latent transforming growth factor beta binding protein 4	1.294	7.528
1548	CYP2A6	cytochrome P450 family 2 subfamily A member 6	-6.206	13.353
1555	CYP2B6	cytochrome P450 family 2 subfamily B member 6	-3.08	8.705
29785	CYP2S1	cytochrome P450 family 2 subfamily S member 1	-1.016	3.25
56915	EXOSC5	exosome component 5	-1.027	8.863
374907	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	1.051	4.367
1089	CEACAM4	CEA cell adhesion molecule 4	-1.4	3.52
1087	CEACAM7	CEA cell adhesion molecule 7	2.637	4.752
973	CD79A	CD79a molecule	2.192	7.989
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	-1.09	6.996
284338	PRR19	proline rich 19	-1.085	7.101
634	CEACAM1	CEA cell adhesion molecule 1	1.424	4.553
1088	CEACAM8	CEA cell adhesion molecule 8	1.447	2.735
57126	CD177	CD177 molecule	2.394	2.683
23474	ETHE1	ETHE1 persulfide dioxygenase	1.52	8.025
284346	ZNF575	zinc finger protein 575	1.706	9.445
105372412	LOC105372412	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like	2.679	9.451
284348	LYPD5	LY6/PLAUR domain containing 5	-1.003	2.474
147710	IGSF23	immunoglobulin superfamily member 23	-3.07	8.903
107985305	CEACAM16-AS1	CEACAM16, CEACAM19 and PVR antisense RNA 1	1.065	5.138
348	APOE	apolipoprotein E	-2.038	4.892
341	APOC1	apolipoprotein C1	-5.085	15.531
100533990	APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)	-6.858	21.841
344	APOC2	apolipoprotein C2	-6.793	21.62
284353	NKPD1	NTPase KAP family P-loop domain containing 1	-1.452	5.123
10849	POLR1G	RNA polymerase I subunit G	-1.061	9.823
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	-1.083	4.008
2828	GPR4	G protein-coupled receptor 4	-1.494	6.505
2696	GIPR	gastric inhibitory polypeptide receptor	1.33	3.724
444882	IGFL4	IGF like family member 4	-4.319	10.173
147920	IGFL2	IGF like family member 2	-2.489	6.256
728	C5AR1	complement C5a receptor 1	-1.239	4.617
6822	SULT2A1	sulfotransferase family 2A member 1	-6.379	13.287
2906	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	-3.491	15.54
3770	KCNJ14	potassium inwardly rectifying channel subfamily J member 14	-1.129	5.009
114783	LMTK3	lemur tyrosine kinase 3	-1.58	5.106
6820	SULT2B1	sulfotransferase family 2B member 1	-2.148	6.873
653677	SEC1P	secretory blood group 1, pseudogene	1.023	6.547
2523	FUT1	fucosyltransferase 1 (H blood group)	-2.301	14.507
57664	PLEKHA4	pleckstrin homology domain containing A4	-1.362	4.912
27294	DHDH	dihydrodiol dehydrogenase	-1.305	3.526
54795	TRPM4	transient receptor potential cation channel subfamily M member 4	1.037	5.16
57030	SLC17A7	solute carrier family 17 member 7	2.146	7.217
259307	IL4I1	interleukin 4 induced 1	-1.172	6.163
22809	ATF5	activating transcription factor 5	-1.636	5.703
100616483	MIR4751	microRNA 4751	-1.736	5.27
6689	SPIB	Spi-B transcription factor	3.529	11.799
4606	MYBPC2	myosin binding protein C2	1.627	6.015
554235	ASPDH	aspartate dehydrogenase domain containing	-2.894	5.973
94030	LRRC4B	leucine rich repeat containing 4B	1.014	4.128
84798	C19orf48	multidrug resistance-related protein	-1.066	7.766
692203	SNORD88B	small nucleolar RNA, C/D box 88B	-1.04	4.023
55554	KLK15	kallikrein related peptidase 15	1.531	2.142
354	KLK3	kallikrein related peptidase 3	1.776	2.486
5653	KLK6	kallikrein related peptidase 6	-6.676	14.175
5650	KLK7	kallikrein related peptidase 7	-6.303	8.498
11202	KLK8	kallikrein related peptidase 8	-6.03	7.347
5655	KLK10	kallikrein related peptidase 10	-3.873	9.93
11012	KLK11	kallikrein related peptidase 11	-1.718	2.679
284367	SIGLEC17P	sialic acid binding Ig like lectin 17, pseudogene	1.233	4.284
402665	IGLON5	IgLON family member 5	-1.537	2.933
946	SIGLEC6	sialic acid binding Ig like lectin 6	1.848	7.553
2357	FPR1	formyl peptide receptor 1	-2.392	11.762
2358	FPR2	formyl peptide receptor 2	-3.01	8.608
